created_at,text,id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,conversation_id,author_id,in_reply_to_user_id
2021-06-18T20:05:07.000Z,Ritmo de vacinação no Brasil: Paraná precisa vacinar 56% da população para conter pandemia https://t.co/URWyn4kh0L,1405979911282642947,1,0,12,0,1405979911282642947,23978439,
2021-06-01T21:30:48.000Z,"#UniversidadePública #EuDefendo 
https://t.co/kIFGHFSckG",1399840880371154950,1,0,6,0,1399840874343931908,23978439,23978439
2021-06-01T21:30:47.000Z,"E ainda, a rede federal de hospitais universitários, formada por 50 hospitais vinculados a 35 universidades, disponibiliza, desde o início da pandemia, mais de dois mil leitos para pacientes com Covid-19, sendo cerca de 1.300 leitos de enfermaria e em torno de 700 leitos de UTI.",1399840878252994569,1,1,13,0,1399840874343931908,23978439,23978439
2021-05-24T19:27:08.000Z,"Eles passaram por salas de aulas, departamentos, laboratórios… Eram colegas, alunos, mestres, amigos… 

A pandemia da covid-19 tem tirado a vida de milhares de pessoas, muitos pertencentes à comunidade universitária. 
(+) https://t.co/spwU7SN3yB",1396910654955655170,20,2,174,1,1396910654955655170,23978439,
2021-05-21T01:15:22.000Z,"Hoje as paredes Hospital de Clínicas da UFPR compartilharam com Curitiba um pouco do trabalho dos profissionais de saúde do HC ❤

""Sairemos muito maiores dessa pandemia. Não sabíamos que éramos tão fortes"". https://t.co/ZrTJPbzqBR",1395548741445238786,25,2,241,2,1395548741445238786,23978439,
2021-05-11T14:33:22.000Z,"@Braciakii Tradicionalmente, os editais do PROVAR são publicados no início do segundo semestre. Em virtude das mudanças no calendário, por conta da pandemia, pode ser que haja alguma alteração. Envie um e-mail para prograd@ufpr.br e se informe melhor 😉",1392125687306272771,0,0,3,0,1392120131623559169,23978439,1505988733
2021-05-10T20:01:34.000Z,"@AdonisLucca @BandNewsFMCtba Vergonha é você emitir opinião sem ter assistido à apresentação realizada nesta manhã na Câmara. Como foi dito pelo reitor, a pandemia veio pra ficar. De acordo com os cientistas, precisaremos de vacinas em 2021, 2022, 2023, 2024, 2025...",1391845890688790539,0,3,2,0,1391835635258839040,23978439,1377322014642483200
2021-05-05T20:34:04.000Z,"AO VIVO! 
A atuação da UFPR no combate à pandemia, com o reitor @ricardo_marcelo 
Assista no YouTube: https://t.co/P5pwMkFA3j https://t.co/tAJUntPhaq",1390042130526113799,1,0,13,1,1390042130526113799,23978439,
2021-04-12T17:25:19.000Z,Editora UFPR faz Feirão de Livros virtual e debate importância da ciência em tempos de pandemia; 13 a 15/4 https://t.co/x5WTU9zBYY,1381659710718414853,11,0,23,1,1381659710718414853,23978439,
2021-04-08T17:39:02.000Z,Cientistas da UFPR respondem dúvidas da sociedade sobre Covid-19 para reforçar cuidados no pior momento da pandemia; saiba como participar https://t.co/NX41b3g2RX,1380213612342616064,4,0,11,0,1380213612342616064,23978439,
2021-04-05T19:48:56.000Z,Projeto de extensão distribui cestas básicas para migrantes durante a pandemia https://t.co/TBvmiHklBW,1379159137708294152,0,0,10,0,1379159137708294152,23978439,
2021-04-05T17:53:49.000Z,"Veja a programação do Abril Indígena UFPR 2021, que aborda a pandemia nas comunidades; lançamento na terça (6) https://t.co/xFauOHQ6mA",1379130166367154188,1,0,7,0,1379130166367154188,23978439,
2021-03-25T14:14:42.000Z,"As provas do concurso foram suspensas e adiadas anteriormente devido à pandemia.

Acesse a nota completa do NC em https://t.co/WaeFWrsKU1",1375088758392025094,1,0,10,0,1375088755606978562,23978439,23978439
2021-03-15T20:28:01.000Z,"@donpartagas Não, a pandemia tem que acabar.",1371558826642669578,0,0,4,2,1371554461655654402,23978439,882189290582814720
2021-03-15T20:10:41.000Z,"A nova data será definida tão logo se tenham parâmetros adequados para garantir a biossegurança dos envolvidos na prova de seleção, tanto em Curitiba quanto nas cidades do interior do estado. 

Confira a nota completa aqui: https://t.co/aXdYSfH4sr",1371554465225043977,5,2,59,0,1371554461655654402,23978439,23978439
2021-03-15T20:10:40.000Z,"UFPR ADIA A PRIMEIRA FASE DO VESTIBULAR DEVIDO AO AGRAVAMENTO DA PANDEMIA

O Núcleo de Concursos da Universidade Federal do Paraná comunica o adiamento da aplicação da prova da 1ª fase do Processo Seletivo de Ingresso, que seria realizada no dia 28 de março. 👇 https://t.co/5zAhuy65Xx",1371554461655654402,175,30,848,152,1371554461655654402,23978439,
2021-02-22T21:49:11.000Z,"Tal decisão decorre da substituição, ocorrida na data de ontem, da coordenação geral do Núcleo de Concursos, bem como da necessidade do cumprimento de todos os desafios logísticos envolvidos, sobretudo em atenção ao atual estado de pandemia.",1363969106916110342,8,7,88,3,1363969104361758722,23978439,23978439
2021-01-21T18:23:49.000Z,"Ninguém se transformará em um réptil ou terá um chip implantado ao se vacinar. Tudo isso é decorrente do turbilhão de notícias falsas espalhadas pelo país, em uma verdadeira pandemia de desinformação.
Portanto, ouça a CIÊNCIA.
Íntegra: https://t.co/OAcscc99Kv

#TodosPelasVacinas https://t.co/Z5MR0E8S3r",1352321014752038912,41,7,253,7,1352321014752038912,23978439,
2021-01-05T22:44:33.000Z,"@CarDrevy Presenciais ainda não. Mas a equipe de especialistas da Universidade, para enfrentamento da Covid-19, faz o monitoramento constante da situação da pandemia e avalia, permanentemente, as possibilidades de retorno das atividades.",1346588423969267713,0,1,5,0,1346584184622616581,23978439,1250898352478334981
2020-11-11T21:26:33.000Z,Cientistas publicam chamada para ação de visibilidade de pessoas LGBTI+ durante a pandemia https://t.co/pswnCtMVfh,1326637463956320260,3,1,27,1,1326637463956320260,23978439,
